SMILES,Rg
C(CCOC(=O)C(*)(Cl)C*)C,13.37410592
C(COC(=O)C(Cl)(*)C*)CC,13.37410592
C(CCOC(C(*)(C*)Cl)=O)C,13.37410592
C(=O)(OCCCC)C(C*)(Cl)*,13.37410592
*C(Cl)(C*)C(=O)OCCCC,13.37410592
C(CC)COC(=O)C(C*)(Cl)*,13.37410592
CCCCOC(C(*)(C*)Cl)=O,13.37410592
O(CCCC)C(C(*)(Cl)C*)=O,13.37410592
C(*)C(*)(C(OCCCC)=O)Cl,13.37410592
O(C(C(*)(Cl)C*)=O)CCCC,13.37410592
*CCCCCCCCCCOC(=O)CCCCCCCCC(=O)O*,21.56106622
C(CCCCCCCC(=O)O*)C(OCCCCCCCCCC*)=O,21.56106622
C(C(=O)O*)CCCCCCCC(OCCCCCCCCCC*)=O,21.56106622
C(CCCCCCCCC(=O)O*)(=O)OCCCCCCCCCC*,21.56106622
C(CCCCCC(OCCCCCCCCCC*)=O)CCC(=O)O*,21.56106622
C(CCCC(OCCCCCCCCCC*)=O)CCCCC(O*)=O,21.56106622
C(CCCCCCCCC(O*)=O)(=O)OCCCCCCCCCC*,21.56106622
O=C(O*)CCCCCCCCC(OCCCCCCCCCC*)=O,21.56106622
*OC(CCCCCCCCC(OCCCCCCCCCC*)=O)=O,21.56106622
O=C(O*)CCCCCCCCC(=O)OCCCCCCCCCC*,21.56106622
*CC(*)C#N,20.43708909
*C(C#N)C*,20.43708909
N#CC(*)C*,20.43708909
*CC(C#N)*,20.43708909
*C(C*)C#N,20.43708909
C(C*)(*)C#N,20.43708909
C(C(C#N)*)*,20.43708909
*CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O*,23.96801429
C(CCCOC(CCCCC(=O)O*)=O)CCCCCCCCCCCCCCCC*,23.96801429
C(CCCCCCCCC*)CCCCCCCCCCOC(=O)CCCCC(=O)O*,23.96801429
C(CCCCCCCCCCCCCCCC*)CCCOC(=O)CCCCC(O*)=O,23.96801429
O(*)C(CCCCC(OCCCCCCCCCCCCCCCCCCCC*)=O)=O,23.96801429
C(CCCCCCCCCCCCCCCOC(CCCCC(=O)O*)=O)CCCC*,23.96801429
C(CCCCCCCCCCC*)CCCCCCCCOC(=O)CCCCC(=O)O*,23.96801429
*OC(=O)CCCCC(=O)OCCCCCCCCCCCCCCCCCCCC*,23.96801429
C(CCCCCCOC(=O)CCCCC(=O)O*)CCCCCCCCCCCCC*,23.96801429
C(CCC(O*)=O)CC(=O)OCCCCCCCCCCCCCCCCCCCC*,23.96801429
C(CCCC(OCCCCCCCCCCCCCCCCCCCC*)=O)C(O*)=O,23.96801429
*CC(*)(C)C(=O)OC1CCC(C)CC1,11.80505526
CC(C(OC1CCC(CC1)C)=O)(*)C*,11.80505526
C(*)C(*)(C(OC1CCC(C)CC1)=O)C,11.80505526
C1(C)CCC(OC(C(C)(*)C*)=O)CC1,11.80505526
*C(C)(C*)C(=O)OC1CCC(C)CC1,11.80505526
C1(C)CCC(CC1)OC(=O)C(C*)(*)C,11.80505526
*CC(C)(C(=O)OC1CCC(CC1)C)*,11.80505526
C1C(CCC(OC(=O)C(C*)(*)C)C1)C,11.80505526
C(C(C*)(*)C)(OC1CCC(CC1)C)=O,11.80505526
C1C(CCC(C)C1)OC(=O)C(C*)(C)*,11.80505526
CC1CCC(OC(=O)C(*)(C)C*)CC1,11.80505526
*CC(*)c1cc(C)ccc1C,13.45177375
*C(c1cc(C)ccc1C)C*,13.45177375
c1(C)c(C(*)C*)cc(cc1)C,13.45177375
c1(ccc(cc1C(*)C*)C)C,13.45177375
Cc1ccc(C)cc1C(*)C*,13.45177375
c1(ccc(C)c(c1)C(C*)*)C,13.45177375
c1(cc(C(C*)*)c(cc1)C)C,13.45177375
c1c(C(*)C*)c(C)ccc1C,13.45177375
c1cc(C)c(C(*)C*)cc1C,13.45177375
*CC(*)c1cc(ccc1C)C,13.45177375
c1(C)c(C(*)C*)cc(C)cc1,13.45177375
*CC(*)C1=CC(C)=CC=C1C,13.45177375
*CC(*)(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,12.31638522
FC(F)(F)C(F)(C(C(C(F)(C(F)(C(F)(C(F)(S(=O)(=O)N(CCOC(=O)C(C)(*)C*)CC)F)F)F)F)(F)F)(F)F)F,12.31638522
CC(*)(C*)C(OCCN(S(C(F)(C(C(F)(C(C(F)(C(C(F)(C(F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(=O)=O)CC)=O,12.31638522
C(CN(CC)S(=O)(=O)C(C(F)(F)C(F)(C(F)(C(C(C(F)(C(F)(F)F)F)(F)F)(F)F)F)F)(F)F)OC(=O)C(*)(C)C*,12.31638522
O=S(N(CCOC(=O)C(*)(C*)C)CC)(=O)C(C(C(F)(C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)F)F)(F)F)(F)F,12.31638522
FC(F)(C(F)(C(F)(F)C(F)(C(C(F)(F)C(F)(F)S(=O)(=O)N(CCOC(=O)C(C*)(C)*)CC)(F)F)F)F)C(F)(F)F,12.31638522
FC(F)(C(F)(S(=O)(=O)N(CC)CCOC(C(C*)(*)C)=O)F)C(F)(C(F)(C(C(F)(F)C(F)(C(F)(F)F)F)(F)F)F)F,12.31638522
FC(F)(C(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(C(F)(S(N(CC)CCOC(C(C*)(*)C)=O)(=O)=O)F)(F)F)F)F,12.31638522
C(F)(C(F)(S(N(CC)CCOC(C(C)(*)C*)=O)(=O)=O)F)(C(F)(C(C(C(F)(C(F)(F)C(F)(F)F)F)(F)F)(F)F)F)F,12.31638522
CC(C*)(*)C(OCCN(CC)S(=O)(C(F)(F)C(F)(C(F)(C(C(F)(C(F)(C(C(F)(F)F)(F)F)F)F)(F)F)F)F)=O)=O,12.31638522
FC(F)(C(F)(C(F)(F)C(F)(F)C(C(F)(F)F)(F)F)F)C(C(F)(F)S(N(CCOC(C(C*)(*)C)=O)CC)(=O)=O)(F)F,12.31638522
*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,15.04038649
c1(c(Cl)cc(Cl)cc1)OC(=O)C(C*)*,15.04038649
c1cc(cc(c1OC(=O)C(C*)*)Cl)Cl,15.04038649
O(C(=O)C(C*)*)c1c(cc(Cl)cc1)Cl,15.04038649
Clc1cc(Cl)c(OC(=O)C(*)C*)cc1,15.04038649
C(*)(C(Oc1c(Cl)cc(Cl)cc1)=O)C*,15.04038649
c1(c(Cl)cc(Cl)cc1)OC(C(*)C*)=O,15.04038649
c1c(cc(c(c1)OC(C(*)C*)=O)Cl)Cl,15.04038649
*C(C*)C(=O)Oc1c(cc(cc1)Cl)Cl,15.04038649
C(C(=O)Oc1ccc(Cl)cc1Cl)(C*)*,15.04038649
*CC(*)C(=O)Oc1c(Cl)cc(Cl)cc1,15.04038649
*CC(*)C(=O)OC1=CC=C(Cl)C=C1Cl,15.04038649
*CC(*)OC(=O)c1ccc(OC(=O)CCC)cc1,12.25368206
c1(ccc(cc1)OC(CCC)=O)C(=O)OC(C*)*,12.25368206
c1c(ccc(C(OC(C*)*)=O)c1)OC(CCC)=O,12.25368206
c1(ccc(cc1)C(=O)OC(*)C*)OC(CCC)=O,12.25368206
C(CC(=O)Oc1ccc(cc1)C(OC(*)C*)=O)C,12.25368206
C(Oc1ccc(C(OC(*)C*)=O)cc1)(CCC)=O,12.25368206
*C(OC(c1ccc(OC(CCC)=O)cc1)=O)C*,12.25368206
C(OC(=O)c1ccc(OC(=O)CCC)cc1)(*)C*,12.25368206
C(*)C(OC(c1ccc(cc1)OC(CCC)=O)=O)*,12.25368206
C(C(*)OC(=O)c1ccc(cc1)OC(=O)CCC)*,12.25368206
*CC(*)OC(=O)C1=CC=C(OC(=O)CCC)C=C1,12.25368206
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N*,15.49662691
O=C(C(C(NCCCCCC*)=O)CCCCCCCCCCCCCCC)N*,15.49662691
C(CC*)CCCNC(=O)C(CCCCCCCCCCCCCCC)C(N*)=O,15.49662691
C(CCCCNC(C(C(N*)=O)CCCCCCCCCCCCCCC)=O)C*,15.49662691
C(CCCCCCCCCC(C(N*)=O)C(NCCCCCC*)=O)CCCCC,15.49662691
N(CCCCCC*)C(C(CCCCCCCCCCCCCCC)C(N*)=O)=O,15.49662691
C(CCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N*)CCC*,15.49662691
C(CCCC*)CNC(=O)C(C(=O)N*)CCCCCCCCCCCCCCC,15.49662691
C(CCCC(C(=O)NCCCCCC*)C(N*)=O)CCCCCCCCCCC,15.49662691
C(CCCCCCCCCCC)CCCC(C(=O)NCCCCCC*)C(N*)=O,15.49662691
C(CCCCCCCCCCC(C(=O)N*)C(=O)NCCCCCC*)CCCC,15.49662691
*OC(=O)CCCCCC(*)=O,17.5417392
C(CCCCCC(=O)O*)(=O)*,17.5417392
C(O*)(=O)CCCCCC(*)=O,17.5417392
*C(CCCCCC(=O)O*)=O,17.5417392
C(CCCCC(O*)=O)C(=O)*,17.5417392
C(CCCCC(=O)O*)C(=O)*,17.5417392
C(CCCC(=O)*)CC(=O)O*,17.5417392
*OC(CCCCCC(*)=O)=O,17.5417392
*CC(*)c1ccc(COc2ccc(-c3ccc(C#N)cc3)cc2)cc1,12.90310493
c1(COc2ccc(cc2)-c2ccc(cc2)C#N)ccc(C(*)C*)cc1,12.90310493
c1(-c2ccc(cc2)C#N)ccc(cc1)OCc1ccc(cc1)C(*)C*,12.90310493
c1c(ccc(c1)C(C*)*)COc1ccc(-c2ccc(C#N)cc2)cc1,12.90310493
c1cc(ccc1C#N)-c1ccc(cc1)OCc1ccc(C(*)C*)cc1,12.90310493
O(Cc1ccc(cc1)C(C*)*)c1ccc(cc1)-c1ccc(cc1)C#N,12.90310493
N#Cc1ccc(cc1)-c1ccc(OCc2ccc(C(*)C*)cc2)cc1,12.90310493
c1cc(-c2ccc(C#N)cc2)ccc1OCc1ccc(C(C*)*)cc1,12.90310493
c1(-c2ccc(OCc3ccc(cc3)C(*)C*)cc2)ccc(C#N)cc1,12.90310493
c1(COc2ccc(-c3ccc(cc3)C#N)cc2)ccc(C(*)C*)cc1,12.90310493
c1(ccc(OCc2ccc(cc2)C(*)C*)cc1)-c1ccc(cc1)C#N,12.90310493
*CC(*)C1=CC=C(COC2=CC=C(C3=CC=C(C#N)C=C3)C=C2)C=C1,12.90310493
*CC(*)C(=O)OCC(CC)CC,12.27591848
CCC(COC(=O)C(C*)*)CC,12.27591848
C(*)(C(=O)OCC(CC)CC)C*,12.27591848
CCC(CC)COC(C(C*)*)=O,12.27591848
*C(C*)C(=O)OCC(CC)CC,12.27591848
C(C(=O)OCC(CC)CC)(C*)*,12.27591848
*C(C(=O)OCC(CC)CC)C*,12.27591848
C(C(OCC(CC)CC)=O)(C*)*,12.27591848
*CC(C(OCC(CC)CC)=O)*,12.27591848
*CC(C(=O)OCC(CC)CC)*,12.27591848
*CC(*)(C)C(=O)OCC[N+](=O)[O-],14.1297443
O=C(C(*)(C)C*)OCC[N+]([O-])=O,14.1297443
O(CC[N+]([O-])=O)C(C(C)(C*)*)=O,14.1297443
O=C(C(C)(C*)*)OCC[N+]([O-])=O,14.1297443
*CC(*)(C)C(=O)OCC[N+]([O-])=O,14.1297443
O=[N+](CCOC(C(C*)(*)C)=O)[O-],14.1297443
CC(C*)(C(=O)OCC[N+]([O-])=O)*,14.1297443
*C(C)(C(=O)OCC[N+](=O)[O-])C*,14.1297443
*C(C(=O)OCC[N+]([O-])=O)(C*)C,14.1297443
C(C(*)(C)C*)(OCC[N+]([O-])=O)=O,14.1297443
CC(C*)(*)C(=O)OCC[N+]([O-])=O,14.1297443
*c1ccc(-c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2cc(*)ccc2-3)cc1,27.96449264
c1c2C(c3cc(*)ccc3-c2ccc1-c1ccc(cc1)*)(CCCCCC)CCCCCC,27.96449264
C(CCCC1(c2cc(-c3ccc(cc3)*)ccc2-c2c1cc(cc2)*)CCCCCC)CC,27.96449264
CCCCCCC1(CCCCCC)c2c(ccc(c2)*)-c2c1cc(cc2)-c1ccc(cc1)*,27.96449264
c1c(*)cc2c(c1)-c1c(C2(CCCCCC)CCCCCC)cc(cc1)-c1ccc(*)cc1,27.96449264
c1cc2-c3ccc(-c4ccc(cc4)*)cc3C(c2cc1*)(CCCCCC)CCCCCC,27.96449264
C(CCCC)CC1(CCCCCC)c2cc(*)ccc2-c2c1cc(-c1ccc(cc1)*)cc2,27.96449264
c1cc(cc2C(c3c(ccc(c3)-c3ccc(cc3)*)-c21)(CCCCCC)CCCCCC)*,27.96449264
CCCCCCC1(CCCCCC)c2cc(ccc2-c2ccc(-c3ccc(*)cc3)cc21)*,27.96449264
c12cc(ccc2-c2c(cc(cc2)-c2ccc(*)cc2)C1(CCCCCC)CCCCCC)*,27.96449264
c1c(cc2C(CCCCCC)(c3cc(ccc3-c2c1)*)CCCCCC)-c1ccc(cc1)*,27.96449264
*C1=CC=C(C2=CC=C3C4=CC=C(*)C=C4C(CCCCCC)(CCCCCC)C3=C2)C=C1,27.96449264
*CC(*)(CC(=O)Oc1ccc(C)cc1)C(=O)Oc1ccc(C)cc1,11.04114403
*C(C(=O)Oc1ccc(cc1)C)(CC(=O)Oc1ccc(C)cc1)C*,11.04114403
*CC(*)(CC(Oc1ccc(C)cc1)=O)C(Oc1ccc(cc1)C)=O,11.04114403
c1(C)ccc(OC(=O)CC(C(Oc2ccc(C)cc2)=O)(C*)*)cc1,11.04114403
*C(C(Oc1ccc(cc1)C)=O)(C*)CC(Oc1ccc(cc1)C)=O,11.04114403
c1(OC(C(C*)(*)CC(Oc2ccc(C)cc2)=O)=O)ccc(C)cc1,11.04114403
C(C(=O)Oc1ccc(C)cc1)C(*)(C*)C(=O)Oc1ccc(cc1)C,11.04114403
c1cc(OC(CC(C(Oc2ccc(cc2)C)=O)(C*)*)=O)ccc1C,11.04114403
c1cc(C)ccc1OC(CC(C(Oc1ccc(C)cc1)=O)(*)C*)=O,11.04114403
c1cc(ccc1C)OC(C(CC(Oc1ccc(cc1)C)=O)(*)C*)=O,11.04114403
c1cc(ccc1OC(CC(C(=O)Oc1ccc(C)cc1)(C*)*)=O)C,11.04114403
*CC(*)(CC(=O)OC1=CC=C(C)C=C1)C(=O)OC1=CC=C(C)C=C1,11.04114403
*CC(*)c1cc(C(C)C)ccc1C(C)C,11.48207818
c1(ccc(C(C)C)cc1C(C*)*)C(C)C,11.48207818
C(*)(C*)c1c(C(C)C)ccc(C(C)C)c1,11.48207818
CC(C)c1ccc(C(C)C)c(C(*)C*)c1,11.48207818
*C(c1cc(ccc1C(C)C)C(C)C)C*,11.48207818
c1(C(C*)*)cc(C(C)C)ccc1C(C)C,11.48207818
C(c1ccc(cc1C(C*)*)C(C)C)(C)C,11.48207818
C(C)(C)c1ccc(cc1C(*)C*)C(C)C,11.48207818
*C(c1cc(C(C)C)ccc1C(C)C)C*,11.48207818
c1cc(c(cc1C(C)C)C(*)C*)C(C)C,11.48207818
c1c(C(C)C)ccc(C(C)C)c1C(C*)*,11.48207818
*CC(*)C1=CC(C(C)C)=CC=C1C(C)C,11.48207818
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,25.54111019
c1(ccc(O*)cc1)C(C)(C)c1ccc(OC(=O)c2ccc(cc2)C(=O)*)cc1,25.54111019
c1cc(ccc1O*)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C)C,25.54111019
c1(C(=O)Oc2ccc(C(C)(c3ccc(cc3)O*)C)cc2)ccc(cc1)C(*)=O,25.54111019
O=C(c1ccc(cc1)C(=O)*)Oc1ccc(C(c2ccc(O*)cc2)(C)C)cc1,25.54111019
c1cc(C(*)=O)ccc1C(Oc1ccc(C(C)(c2ccc(cc2)O*)C)cc1)=O,25.54111019
c1cc(ccc1OC(=O)c1ccc(C(*)=O)cc1)C(C)(c1ccc(O*)cc1)C,25.54111019
c1(C(c2ccc(cc2)O*)(C)C)ccc(cc1)OC(c1ccc(C(*)=O)cc1)=O,25.54111019
c1(C(*)=O)ccc(C(=O)Oc2ccc(cc2)C(C)(C)c2ccc(cc2)O*)cc1,25.54111019
c1c(C(=O)*)ccc(C(=O)Oc2ccc(C(C)(C)c3ccc(cc3)O*)cc2)c1,25.54111019
c1cc(C(Oc2ccc(cc2)C(c2ccc(cc2)O*)(C)C)=O)ccc1C(=O)*,25.54111019
*OC1=CC=C(C(C)(C)C2=CC=C(OC(=O)C3=CC=C(C(*)=O)C=C3)C=C2)C=C1,25.54111019
*CC(*)c1ccc(O)c(OC)c1,14.62592281
C(c1cc(c(cc1)O)OC)(C*)*,14.62592281
c1(ccc(c(OC)c1)O)C(*)C*,14.62592281
COc1c(O)ccc(c1)C(*)C*,14.62592281
C(C(*)c1cc(OC)c(O)cc1)*,14.62592281
c1c(O)c(OC)cc(c1)C(*)C*,14.62592281
O(c1c(O)ccc(c1)C(*)C*)C,14.62592281
c1(C(C*)*)ccc(c(c1)OC)O,14.62592281
C(*)C(*)c1ccc(c(c1)OC)O,14.62592281
C(c1ccc(c(OC)c1)O)(C*)*,14.62592281
c1(O)c(cc(cc1)C(*)C*)OC,14.62592281
*CC(*)C1=CC=C(O)C(OC)=C1,14.62592281
*c1cc(/C=N/c2ccc(C)cc2)c(*)c(OC)c1,24.66422713
*c1cc(c(c(OC)c1)*)/C=N/c1ccc(C)cc1,24.66422713
c1(OC)cc(*)cc(c1*)/C=N/c1ccc(C)cc1,24.66422713
Cc1ccc(/N=C/c2c(c(cc(*)c2)OC)*)cc1,24.66422713
c1c(ccc(c1)C)/N=C/c1cc(cc(OC)c1*)*,24.66422713
O(c1c(*)c(cc(c1)*)/C=N/c1ccc(cc1)C)C,24.66422713
c1(c(*)c(cc(*)c1)/C=N/c1ccc(C)cc1)OC,24.66422713
c1c(/N=C/c2cc(*)cc(c2*)OC)ccc(C)c1,24.66422713
c1(c(cc(cc1/C=N/c1ccc(cc1)C)*)OC)*,24.66422713
C(=N/c1ccc(cc1)C)\c1cc(cc(c1*)OC)*,24.66422713
COc1cc(cc(c1*)/C=N/c1ccc(C)cc1)*,24.66422713
*C1=CC(/C=N/C2=CC=C(C)C=C2)=C(*)C(OC)=C1,24.66422713
*c1cc(C=Nc2ccc(C)cc2)c(*)c(OC)c1,24.66422713
*CCN*,16.50971705
C(N*)C*,16.50971705
C(*)CN*,16.50971705
N(CC*)*,16.50971705
*NCC*,16.50971705
N(*)CC*,16.50971705
*CCCCCCCCCCCCCCCCCCOCO*,20.46039767
C(CCCCCCCCCCC*)CCCCCCOCO*,20.46039767
C(CCCCCCCCCCCCOCO*)CCCCC*,20.46039767
C(O*)OCCCCCCCCCCCCCCCCCC*,20.46039767
C(CCCCCCCCCC*)CCCCCCCOCO*,20.46039767
C(CCCCCCCCCCCCCC*)CCCOCO*,20.46039767
C(OCCCCCCCCCCCCCCCCCC*)O*,20.46039767
C(CCCCCCCCCCCCC*)CCCCOCO*,20.46039767
C(CCOCO*)CCCCCCCCCCCCCCC*,20.46039767
*OCOCCCCCCCCCCCCCCCCCC*,20.46039767
*CC(*)(C)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,14.15089535
c1(c(c(Cl)c(Cl)c(Cl)c1OC(=O)C(*)(C)C*)Cl)Cl,14.15089535
O(c1c(c(Cl)c(c(c1Cl)Cl)Cl)Cl)C(=O)C(C*)(*)C,14.15089535
c1(Cl)c(Cl)c(c(Cl)c(c1Cl)Cl)OC(C(C*)(*)C)=O,14.15089535
Clc1c(c(Cl)c(c(c1OC(C(C*)(C)*)=O)Cl)Cl)Cl,14.15089535
c1(Cl)c(Cl)c(c(c(c1Cl)OC(C(*)(C*)C)=O)Cl)Cl,14.15089535
c1(c(c(OC(C(C)(*)C*)=O)c(c(Cl)c1Cl)Cl)Cl)Cl,14.15089535
*CC(*)(C)C(=O)Oc1c(c(c(c(Cl)c1Cl)Cl)Cl)Cl,14.15089535
*C(C)(C*)C(Oc1c(c(c(Cl)c(Cl)c1Cl)Cl)Cl)=O,14.15089535
c1(c(c(Cl)c(c(c1Cl)Cl)OC(C(C)(*)C*)=O)Cl)Cl,14.15089535
Clc1c(c(c(OC(C(C*)(*)C)=O)c(Cl)c1Cl)Cl)Cl,14.15089535
*CC(*)(C)C(=O)OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,14.15089535
*CC(*)(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,14.48982121
CC(*)(C*)C(=O)OC(C(F)(F)Cl)(F)C(F)(F)F,14.48982121
FC(F)(Cl)C(C(F)(F)F)(OC(=O)C(C)(C*)*)F,14.48982121
C(C(C(F)(F)F)(OC(=O)C(C)(C*)*)F)(Cl)(F)F,14.48982121
C(C(C)(C(=O)OC(C(Cl)(F)F)(F)C(F)(F)F)*)*,14.48982121
C(Cl)(F)(C(C(F)(F)F)(OC(C(*)(C)C*)=O)F)F,14.48982121
C(C(C)(*)C*)(=O)OC(C(F)(F)F)(F)C(Cl)(F)F,14.48982121
FC(F)(C(F)(C(F)(Cl)F)OC(C(C*)(C)*)=O)F,14.48982121
C(Cl)(F)(F)C(OC(=O)C(*)(C)C*)(C(F)(F)F)F,14.48982121
FC(F)(C(OC(=O)C(C)(*)C*)(F)C(F)(Cl)F)F,14.48982121
FC(F)(F)C(C(F)(F)Cl)(F)OC(=O)C(C*)(*)C,14.48982121
*CC(*)(C)C(=O)OCCCCCCCCCCCCCC,11.14771595
CC(C*)(C(=O)OCCCCCCCCCCCCCC)*,11.14771595
C(CCCCCCCC)CCCCCOC(=O)C(C)(C*)*,11.14771595
C(OC(=O)C(C*)(C)*)CCCCCCCCCCCCC,11.14771595
C(CCCC)CCCCCCCCCOC(C(C*)(*)C)=O,11.14771595
CCCCCCCCCCCCCCOC(=O)C(*)(C)C*,11.14771595
C(CCCCCCCCC)CCCCOC(C(C*)(C)*)=O,11.14771595
C(C(OCCCCCCCCCCCCCC)=O)(C)(*)C*,11.14771595
CC(C(OCCCCCCCCCCCCCC)=O)(*)C*,11.14771595
C(CCCCCCCC)CCCCCOC(C(C*)(*)C)=O,11.14771595
C(CCCOC(=O)C(C*)(C)*)CCCCCCCCCC,11.14771595
*Oc1c(C)cc(*)cc1-c1ccccc1,15.57570307
c1c(*)cc(C)c(O*)c1-c1ccccc1,15.57570307
c1(-c2ccccc2)cc(cc(C)c1O*)*,15.57570307
c1c(-c2c(O*)c(cc(c2)*)C)cccc1,15.57570307
O(*)c1c(cc(cc1-c1ccccc1)*)C,15.57570307
c1cccc(-c2cc(cc(c2O*)C)*)c1,15.57570307
Cc1cc(cc(-c2ccccc2)c1O*)*,15.57570307
c1ccc(cc1)-c1c(c(cc(c1)*)C)O*,15.57570307
c1c(cc(C)c(O*)c1-c1ccccc1)*,15.57570307
c1ccc(-c2c(c(cc(*)c2)C)O*)cc1,15.57570307
c1cc(-c2cc(*)cc(C)c2O*)ccc1,15.57570307
*OC1=C(C)C=C(*)C=C1C1=CC=CC=C1,15.57570307
*c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,29.70086573
c12c(c(=O)n(*)c2=O)cc2c(n(-c3ccc(cc3)Cc3ccc(cc3)*)c(=O)c2c1)=O,29.70086573
c1cc(ccc1Cc1ccc(cc1)*)-n1c(c2cc3c(c(n(c3=O)*)=O)cc2c1=O)=O,29.70086573
O=c1n(*)c(=O)c2c1cc1c(c(=O)n(-c3ccc(cc3)Cc3ccc(*)cc3)c1=O)c2,29.70086573
O=c1n(c(c2cc3c(c(=O)n(*)c3=O)cc12)=O)-c1ccc(cc1)Cc1ccc(cc1)*,29.70086573
C(c1ccc(-n2c(c3cc4c(cc3c2=O)c(n(*)c4=O)=O)=O)cc1)c1ccc(cc1)*,29.70086573
c1cc(Cc2ccc(cc2)*)ccc1-n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)*,29.70086573
c1(=O)n(-c2ccc(Cc3ccc(*)cc3)cc2)c(=O)c2c1cc1c(c2)c(n(c1=O)*)=O,29.70086573
